Country,GDP 2023,Corruption,Burglary,Theft,Homicide,Kidnapping,Serious Assault,Sexual Violence,GunOwnership_TotalCivilianFirearms_num_2017,GunOwnership_MilitaryFirearms_num_2017,GunOwnership_LawEnforcementFirearms_num_2017,Military,NaturalDisasterRisk_WorldRiskIndexTotal_2024,Active Police Force,Traffic Fatalities per 100k,Youth Unemployment Rate
Nepal,40908073367.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,444000.0,183540.0,62000.0,111600.0,2.71,79538.0,28.2,20.4
Netherlands,1154360000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,442000.0,108676.0,96000.0,45800.0,4.11,25385.0,3.4,8.9
New Caledonia,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,115000.0,555172.3378378379,700.0,248620.28859060403,8.266549707602339,96902.10037214246,13.053488372093023,32.6
New Zealand,252176000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,57.0,408.0,47819.0,7595.0,1212000.0,38280.0,13000.0,11300.0,14.34,5005.0,6.6,10.7
Nicaragua,17829218219.0,1999.1911764705883,50125.59523809523,181453.84848484848,754.0,1415.9659445627653,31491.712534306895,7791.105485232068,323000.0,261800.0,8590.0,12000.0,8.266549707602339,96902.10037214246,13.6,9.5
Niger,16819170421.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,117000.0,11110.0,10000.0,10700.0,2.16,8700.0,24.9,0.8
Nigeria,363846000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,224200.0,101581.54838709677,223000.0,9.33,96902.10037214246,17.2,5.8
Niue,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,555172.3378378379,101581.54838709677,248620.28859060403,8.266549707602339,96902.10037214246,0.0,15.939306358381502
Northern Mariana Islands,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,1000.0,555172.3378378379,80.0,248620.28859060403,8.266549707602339,96902.10037214246,13.053488372093023,15.939306358381502
Norway,485311000000.0,31.0,50125.59523809523,79133.0,29.0,1415.9659445627653,1571.0,5775.0,1537000.0,188646.0,13000.0,63250.0,2.61,10170.0,1.5,11.0
Oman,108811000000.0,19.0,50125.59523809523,181453.84848484848,11.0,3.0,17.0,7791.105485232067,792000.0,118360.0,31000.0,47000.0,8.06,96902.10037214246,11.0,6.8
Pakistan,337912000000.0,1999.1911764705883,50125.59523809522,186875.0,2537.462046204621,1415.9659445627658,29696.0,5222.0,4352042.857142857,555172.3378378378,101581.54838709677,248620.28859060403,8.266549707602339,96902.10037214246,11.9,9.7
Palau,281849062.5,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,100.0,555172.3378378379,30.0,248620.28859060403,2.02,75.0,22.2,5.6
Panama,83318176900.0,841.0,50125.59523809523,181453.84848484845,550.0,7.0,4657.0,6655.0,436000.0,555172.3378378379,30000.0,26000.0,18.19,12000.0,7.3,16.6
Papua New Guinea,30729242919.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,79000.0,7200.0,4800.0,3600.0,8.266549707602339,5311.0,14.9,3.7
Paraguay,42956263544.0,1093.0,50125.59523809522,24779.0,525.0,16.0,578.0,5313.0,1140000.0,235780.0,21000.0,193250.0,1.65,96902.10037214246,21.0,13.0
Peru,267603000000.0,1631.0,50125.59523809523,106783.0,2853.0,1072.0,2685.0,7791.105485232067,633000.0,473400.0,142000.0,346000.0,8.266549707602339,104000.0,12.7,8.8
Philippines,437146000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,3776000.0,454700.0,139043.0,336400.0,8.266549707602339,220000.0,9.7,6.9
Poland,809201000000.0,1999.1911764705883,50125.59523809522,108720.0,273.0,1415.9659445627653,4815.0,3214.0,968000.0,307200.0,188000.0,189450.0,4.74,100000.0,6.5,11.6
Portugal,289114000000.0,212.0,50125.59523809522,63954.0,82.0,229.0,629.0,2719.0,2186000.0,333640.0,89000.0,263650.0,5.08,46083.0,7.2,20.2
Puerto Rico,117902000000.0,1999.1911764705883,50125.59523809522,181453.84848484845,632.0,1415.9659445627653,3555.0,7791.105485232068,422000.0,555172.3378378379,26000.0,248620.28859060403,8.266549707602339,96902.10037214246,12.5,13.7
Qatar,213003000000.0,8.0,50125.59523809523,181453.84848484848,9.0,7.0,11.0,7791.105485232068,390000.0,30680.0,5000.0,21500.0,0.94,96902.10037214246,7.3,0.6
Reunion,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,171000.0,555172.3378378379,2000.0,248620.28859060403,8.266549707602339,96902.10037214246,13.053488372093023,15.939306358381502
Romania,350776000000.0,1999.1911764705883,50125.59523809522,64509.0,244.0,343.0,182.0,2345.0,506000.0,240180.0,101581.54838709677,176300.0,3.22,60000.0,9.6,21.3
Saint Kitts and Nevis,1055499778.0,5.0,50125.59523809522,181453.84848484845,14.0,2.0,179.0,7791.105485232067,2000.0,555172.3378378379,600.0,248620.28859060403,2.14,450.0,23.1,15.939306358381502
Saint Lucia,2430148148.0,0.0,50125.59523809522,181453.84848484845,70.0,10.0,1280.0,7791.105485232067,6000.0,555172.3378378379,1000.0,248620.28859060403,2.83,947.0,8.9,28.2
Saint Vincent and the Grenadines,1065962963.0,1.0,50125.59523809522,181453.84848484845,32.0,4.0,423.0,7791.105485232067,4000.0,555172.3378378379,1000.0,248620.28859060403,2.63,691.0,4.8,15.939306358381502
Samoa,938189443.8,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,20000.0,555172.3378378379,400.0,248620.28859060403,3.23,1027.0,9.6,19.8
San Marino,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,5000.0,555172.3378378379,300.0,248620.28859060403,0.35,160.0,5.9,27.4
Sao Tome and Principe,678976264.8,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,7000.0,570.0,200.0,248620.28859060403,0.67,96902.10037214246,11.7,21.1
Saudi Arabia,1067580000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,481350.0,101581.54838709677,251500.0,9.34,96902.10037214246,18.5,16.3
Senegal,30848333084.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,323000.0,16320.0,6000.0,18600.0,5.66,96902.10037214246,20.8,4.1
Serbia,81342660752.0,1171.0,50125.59523809522,181453.84848484845,77.0,14.0,5261.0,662.0,2719000.0,384422.0,53100.0,82000.0,1.68,45000.0,7.4,24.3
Seychelles,2141450171.0,1999.1911764705883,50125.59523809523,181453.84848484848,5.0,1415.9659445627653,31491.712534306895,7791.105485232068,4000.0,798.0,200.0,420.0,2.57,96902.10037214246,6.6,16.5
Sierra Leone,6411869546.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,35000.0,10200.0,12000.0,8500.0,5.72,96902.10037214246,13.8,3.6
Singapore,501428000000.0,1088.0,50125.59523809522,181453.84848484845,6.0,1415.9659445627653,446.0,1867.0,20000.0,574140.0,9000.0,310900.0,0.8,11981.0,1.9,8.3
Slovakia,132908000000.0,186.0,50125.59523809522,181453.84848484845,55.0,55.0,1131.0,591.0,355000.0,33150.0,43000.0,15850.0,1.03,21734.0,6.4,19.4
Slovenia,69148468417.0,248.0,50125.59523809522,181453.84848484845,9.0,4.0,116.0,7791.105485232067,324000.0,131686.0,13000.0,14700.0,2.1,7170.0,5.8,9.9
Solomon Islands,1633319401.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,1000.0,555172.3378378379,70.0,248620.28859060403,14.74,1442.0,11.2,3.0
Somalia,10968517090.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,1145000.0,37620.0,8000.0,19800.0,8.266549707602339,5532.0,20.2,34.3
South Africa,380699000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.462046204621,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,350636.0,101581.54838709677,80400.0,9.6,193000.0,24.5,15.939306358381502
Spain,586080086187.5623,1999.1911764705883,50125.59523809522,124302.0,290.0,97.0,20252.0,7791.105485232067,3464000.0,555172.3378378378,101581.54838709677,211300.0,9.74,96902.10037214246,3.5,28.7
Sri Lanka,84356863744.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,494000.0,590170.0,134000.0,353100.0,6.16,89000.0,11.5,25.3
Sudan,109266000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,2768000.0,555172.3378378379,129000.0,209300.0,10.3,96902.10037214246,19.6,18.2
Suriname,3455146281.0,1999.1911764705883,50125.59523809523,181453.84848484848,35.0,1415.9659445627653,591.0,7791.105485232067,88000.0,5985.0,2000.0,1840.0,6.76,96902.10037214246,16.2,25.3
Sweden,584960000000.0,1999.1911764705883,50125.59523809522,181453.84848484845,113.0,1415.9659445627653,4813.0,7791.105485232067,2296000.0,139180.0,38000.0,50950.0,3.23,20423.0,2.1,21.6
Switzerland,884940000000.0,60.0,50125.59523809522,117586.0,42.0,5.0,652.0,3050.0,2332000.0,324484.0,34000.0,216000.0,1.05,17630.0,2.4,8.0
Tajikistan,12060602009.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,37000.0,56490.0,9000.0,16300.0,2.36,96902.10037214246,13.9,16.9
Thailand,514969000000.0,1999.1911764705883,50125.59523809523,25357.0,2537.4620462046205,9.0,9416.0,2493.0,4352042.857142857,1052815.0,101581.54838709677,248620.28859060403,8.266549707602339,96902.10037214246,25.4,5.3
Timor-Leste,2079916900.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,3000.0,2527.0,4000.0,248620.28859060403,7.55,96902.10037214246,12.0,3.2
Togo,9171261838.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,58000.0,12850.0,5000.0,9300.0,1.58,4000.0,22.7,3.3
Tonga,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,9000.0,555172.3378378379,200.0,248620.28859060403,4.02,418.0,8.5,6.7
Trinidad and Tobago,27372285698.0,1999.1911764705883,50125.59523809523,181453.84848484848,448.0,1415.9659445627653,31491.712534306895,7791.105485232068,43000.0,7695.0,9000.0,4050.0,3.0,6500.0,5.0,10.1
Tunisia,48529595417.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,123000.0,68020.0,73000.0,47800.0,9.91,15000.0,16.3,15.939306358381502
Turkey,586080086187.5623,1999.1911764705883,50125.59523809522,210246.0,2165.0,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,555172.3378378378,101581.54838709677,248620.28859060403,14.48,96902.10037214246,6.5,15.939306358381502
Turkmenistan,60628857143.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,23000.0,184700.0,27000.0,41500.0,1.25,96902.10037214246,8.0,9.1
Turks and Caicos Islands,1402054391.0,1999.1911764705883,50125.59523809523,181453.84848484848,14.0,1415.9659445627653,31491.712534306895,7791.105485232068,1000.0,555172.3378378379,100.0,248620.28859060403,8.266549707602339,96902.10037214246,13.053488372093023,15.939306358381502
Tuvalu,62280311.59,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,100.0,555172.3378378379,26.0,248620.28859060403,1.53,72.0,17.9,20.6
Uganda,48768955863.0,1999.1911764705883,50125.59523809523,181453.84848484848,3912.0,1415.9659445627653,31491.712534306895,7791.105485232068,331000.0,116660.0,54000.0,56400.0,2.81,96902.10037214246,16.0,4.5
Ukraine,178757000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,1673.0,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,555172.3378378378,101581.54838709677,248620.28859060403,4.41,152000.0,10.5,19.1
United Arab Emirates,514130000000.0,84.0,50125.59523809523,181453.84848484848,44.0,141.0,145.0,7791.105485232068,1569000.0,163800.0,41000.0,63000.0,4.54,96902.10037214246,5.9,10.7
United Kingdom,586080086187.5623,119.0,50125.59523809522,44611.0,252.66666666666666,2027.0,31491.7125343069,7791.105485232067,3600000.0,539680.0,46000.0,275053.0,5.7,14648.90909090909,2.4,12.5
United States,586080086187.5623,1999.1911764705883,50125.59523809522,181453.84848484845,2537.462046204621,1415.9659445627658,31491.7125343069,7791.105485232068,4352042.857142857,555172.3378378378,101581.54838709677,248620.28859060403,8.266549707602339,96902.10037214246,14.2,7.9
Uruguay,77240830877.0,405.0,50125.59523809523,112684.0,306.0,15.0,591.0,1044.0,1198000.0,62130.0,30000.0,22400.0,4.97,30000.0,13.0,26.2
Uzbekistan,101592000000.0,1999.1911764705883,50125.59523809523,181453.84848484848,479.0,55.0,1319.0,7791.105485232068,127000.0,268400.0,150000.0,68000.0,1.52,96902.10037214246,9.3,11.0
Vanuatu,1126313359.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,11000.0,555172.3378378379,350.0,248620.28859060403,11.58,575.0,12.5,10.7
Venezuela,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,353300.0,173000.0,351000.0,8.266549707602339,96902.10037214246,13.053488372093023,10.8
Yemen,586080086187.5623,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,4352042.857142857,28500.0,101581.54838709677,40000.0,8.266549707602339,96902.10037214246,29.8,32.7
Zambia,27577956471.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,158000.0,41040.0,16000.0,19500.0,2.93,96902.10037214246,17.1,9.8
Zimbabwe,35231367886.0,1999.1911764705883,50125.59523809523,181453.84848484848,2537.4620462046205,1415.9659445627653,31491.712534306895,7791.105485232068,455000.0,91580.0,23000.0,50800.0,2.62,50000.0,29.9,14.3
